"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","g","so","s","ro","tc","gso","sso","gro","sro","tcg","so_selflabel","ro_selflabel","gso_selflabel","sso_selflabel","gro_selflabel","sro_selflabel","multisexual","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
26,0,"0","","0",1,"",1,5,1,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,5,7,2,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,0,0,0,0,1,1,1,7,3,1,6,2,1,0,0,0,6,6,5,4,3,2,1,1,1,1,1,7,5,6,6,7,7,5,5,6,6,1,1,8,5,6,7,8,8,6,6,6,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p659",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.55555555555556,6,6,7,5,6,6.5,6.5,8,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",6.5,8,6.5,5.5,6,1,NA,NA,NA,NA,NA,NA,6,7,6,6,5,1,NA,NA,NA,NA,NA,NA,-0.970559386322812,-1.08016282825279,-0.30993484493554
31,3,"1","","1",1,"",5,5,7,3,0,NA,"",NA,"",1,"",1,"",1,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,2,6,6,2,1,1,1,3,1,1,3,1,2,1,3,1,1,3,1,1,3,1,2,1,3,1,0,0,1,0,4,4,5,5,1,5,2,2,2,2,1,1,7,7,7,7,7,7,4,2,2,1,1,10,5,2,0,7,5,10,10,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5,6,10,10,10,7,9,10,10,1,1,6,5,0,2,4,5,10,9,5,5,3,"p857",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.33333333333333,7.5,1,6,10,5,NA,NA,NA,NA,NA,7,8,10,8,10,5.5,1,4.5,9.5,5,1,"man","gay","male","gay","cis","gayman","gaymale","gayman","gaymale","cisman","bi","homo","biman","bimale","homoman","homomale","multi",7.5,6,1,5,10,3,5.5,4.5,1,5,9.5,3,NA,NA,NA,NA,NA,NA,7,10,8,10,8,1,-0.422768632342604,-0.199231539163165,1.06071830423875
28,2,"0","","0",1,"",3,5,2,5,0,NA,"",NA,"",2,"",0,"",9,"Fraysexual",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,3,6,2,1,1,2,3,2,2,2,2,3,2,3,2,1,3,2,2,3,2,3,1,3,2,0,0,0,0,2,6,6,9,9,9,7,6,5,15,5,3,7,7,7,7,7,7,7,6,6,6,1,5,5,7,7,6,7,6,5,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,5,8,8,6,5,5,1,1,5,5,6,6,5,6,7,6,7,7,2,"p437",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,6.55555555555556,5,7,6.5,5.5,7,NA,NA,NA,NA,NA,5,5.5,6.5,7,5,5,6,5.5,6.5,7,0,"woman","bi","female","het","cis","biwoman","bifemale","hetwoman","hetfemale","ciswoman","notlisted","hetero","notlistedwoman","notlistedfemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,5,6.5,5.5,5,7,1,5,6.5,7,7,5.5,2,5,5.5,6,7,6.5,2,1.22693951783303,1.5204474465186,0.523858050265057
29,0,"0","","0",1,"",1,5,2,6,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,1,1,NA,"",1,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,7,6,6,2,1,1,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,1,1,0,1,1,1,1,7,1,2,2,2,1,1,1,0,6,6,5,4,3,2,1,1,1,1,1,5,5,5,5,5,9,5,5,5,5,2,1,5,5,5,5,5,9,5,5,5,5,2,1,5,5,5,5,5,9,5,5,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p888",1,0,0,0,0,NA,0,0.25,0.0743243243243243,2,5,5,7,5,5,5,5,7,5,5,5,5,7,5,5,NA,NA,NA,NA,NA,3,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",5,7,5,5,5,2,5,7,5,5,5,2,5,7,5,5,5,2,NA,NA,NA,NA,NA,NA,-0.804602613060593,-1.08016282825279,-0.30993484493554
27,2,"0","","0",1,"",2,6,2,6,0,NA,"",NA,"",2,"",0,"",1,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,6,7,6,2,1,2,2,2,1,2,3,1,1,2,2,1,2,3,1,2,3,1,1,2,3,2,0,0,0,0,2,7,9,9,4,7,3,2,3,5,1,1,7,7,7,7,7,7,6,5,5,5,1,7,7,6,6,7,6,5,5,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,6,6,6,6,5,5,2,1,7,6,6,5,6,7,5,6,6,6,2,"p525",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.11111111111111,7,6,6.5,5,6,NA,NA,NA,NA,NA,5.5,5,6,6,5,6.5,5.5,6.5,5.5,6,0,"woman","bi","female","het","cis","biwoman","bifemale","hetwoman","hetfemale","ciswoman","bi","hetero","biwoman","bifemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,5.5,6,5,5,6,2,7,6.5,6,6,5,2,6.5,6.5,5.5,6,5.5,2,-0.327534448475128,1.09667388238165,0.646587259808328
30,4,"0","","0",1,"",3,6,2,7,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,6,4,4,1,1,3,3,1,3,3,1,1,3,3,1,3,3,1,3,3,1,1,3,3,1,0,0,0,0,3,1,2,8,6,7,5,3,5,10,4,2,7,7,7,7,6,5,4,4,4,4,1,6,6,7,6,6,6,5,5,7,7,2,1,5,6,7,6,6,6,5,5,6,7,2,1,5,5,6,5,6,5,6,5,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p233",1,0,0,0,0,NA,0,0.25,0.0743243243243243,4.44444444444444,6,6.5,6,5,7,5.5,6.5,6,5,6.5,5,5.5,5.5,5.5,5,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",5.5,6,6.5,6.5,5,2,5,5.5,5.5,5,5.5,2,6,6,6.5,7,5,2,NA,NA,NA,NA,NA,NA,0.583914579985342,0.397631115896498,0.638279197369141
34,4,"0","","0",1,"",2,7,1,7,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,2,7,7,2,1,2,3,3,2,3,3,1,2,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,8,2,5,2,1,2,1,1,1,7,7,7,6,5,3,2,2,1,1,1,6,5,9,9,6,7,5,5,7,5,3,1,5,5,9,9,6,6,6,5,7,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p479",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.66666666666667,5.5,9,6.5,5,6,5,9,6,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",5,6,9,6,5.5,3,NA,NA,NA,NA,NA,NA,5.5,6.5,9,6,5,3,NA,NA,NA,NA,NA,NA,-0.454513360298429,-0.873583248476041,0.724233897011759
24,0,"0","","0",1,"",1,6,1,7,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,3,4,7,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,5,1,1,2,2,1,1,0,0,7,6,5,2,1,1,1,1,1,1,1,5,5,7,6,8,8,5,5,5,5,1,1,5,5,7,6,8,8,6,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p296",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.66666666666667,5,6.5,8,5,5,5,6.5,8,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",5,8,6.5,5,5.5,1,NA,NA,NA,NA,NA,NA,5,8,6.5,5,5,1,NA,NA,NA,NA,NA,NA,-0.938814658366987,-1.33177706465629,-0.547870466037838
20,0,"1","","1",1,"",6,2,6,1,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,4,4,6,2,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,8,3,3,7,2,2,2,1,1,7,7,7,6,6,5,4,4,3,2,1,6,6,7,7,7,7,7,6,6,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,5,5,1,1,6,6,6,6,6,6,6,6,5,5,1,"p654",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.11111111111111,6,7,7,6.5,6,NA,NA,NA,NA,NA,6,6,6,6,5,6,6,6,6,5,0,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","bi","biman","bimale","biman","bimale","multi",6,7,7,6,6.5,1,6,6,6,5,6,1,NA,NA,NA,NA,NA,NA,6,6,6,5,6,1,-0.422768632342604,0.0425793139265655,0.663303741631205
57,4,"1","","1",1,"",5,2,5,3,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,1,1,NA,NA,NA,NA,NA,"",3,"",NA,1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,3,2,1,1,3,3,2,3,2,1,3,3,3,2,3,3,2,2,1,3,2,3,2,2,0,1,1,0,2,6,6,7,9,5,8,5,3,6,2,1,6,6,6,5,5,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,6,7,8,9,5,5,7,7,3,1,7,6,6,6,7,7,6,5,7,5,3,1,8,7,6,7,8,6,7,6,6,7,3,"p57",0,1,0,0,NA,0,0,0.25,0.0743243243243243,5.66666666666667,NA,NA,NA,NA,NA,6.5,6.5,8.5,5,7,6.5,6,7,5.5,6,7.5,6.5,7,6.5,6.5,2,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","hetero","biman","bimale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,7.5,7,6.5,6.5,6.5,3,6.5,8.5,6.5,7,5,3,6.5,7,6,6,5.5,3,-0.16157767521291,-0.670041927716769,0.139150698210274
20,0,"0","","0",1,"",2,6,2,6,0,NA,"",NA,"",3,"",2,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,5,7,4,6,5,2,1,2,1,2,2,2,2,2,2,1,2,3,2,3,3,3,3,3,3,2,3,0,0,0,0,2,1,1,8,1,1,1,2,1,1,0,0,7,7,7,7,3,2,1,1,1,1,1,5,5,6,6,7,7,3,5,5,4,1,1,5,5,7,6,4,6,4,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p201",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2,5,6,7,4,4.5,5,6.5,5,4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","ace","female","bi","cis","acewoman","acefemale","biwoman","bifemale","ciswoman","ace","bi","acewoman","acefemale","biwoman","bifemale","multi",5,5,6.5,4.5,4,1,NA,NA,NA,NA,NA,NA,5,7,6,4.5,4,1,NA,NA,NA,NA,NA,NA,-0.938814658366987,-1.21912723761337,0.697493922496444
54,4,"0","","0",1,"",4,4,4,4,0,NA,"",NA,"",2,"",1,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"",NA,1,NA,NA,1,NA,NA,NA,"",3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,8,6,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,3,2,2,2,2,0,0,0,0,2,6,7,4,1,5,7,7,7,1,1,1,6,6,6,5,5,4,2,2,1,1,1,6,7,7,7,6,7,6,6,7,5,6,1,7,7,7,7,6,7,6,7,7,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p299",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,5.11111111111111,6.5,7,6.5,6,6,7,7,6.5,6.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","gay","cis","biwoman","bifemale","lesbian","gayfemale","ciswoman","bi","homo","biwoman","bifemale","homowoman","homofemale","multi",7,6.5,7,6,6.5,6,NA,NA,NA,NA,NA,NA,6.5,6.5,7,6,6,6,NA,NA,NA,NA,NA,NA,-0.454513360298429,-0.670041927716769,0.139150698210274
21,2,"1","","1",1,"",6,3,7,1,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,1,NA,1,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,8,4,6,2,1,1,3,2,2,3,2,1,2,3,2,1,3,2,2,3,1,1,2,3,1,1,0,0,0,0,2,1,1,9,2,6,4,2,2,4,1,1,6,6,6,6,5,5,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,6,6,6,6,6,5,6,1,1,6,6,5,6,7,6,6,6,6,5,1,1,7,5,7,5,7,7,7,8,7,5,2,"p454",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.22222222222222,NA,NA,NA,NA,NA,5,6,6,6,5.5,6,5.5,6.5,6,5.5,6,6,7,7.5,6,0,"man","bi","male","het","cis","biman","bimale","hetman","hetmale","cisman","bi","hetero","biman","bimale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,6,7,6,6,7.5,2,5,6,6,5.5,6,1,6,6.5,5.5,5.5,6,1,-0.359279176430954,-0.361520578651137,0.195663449820027
38,4,"0","","0",1,"",1,5,1,6,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,6,4,4,5,1,1,3,3,3,2,3,1,3,3,3,3,3,3,3,2,2,2,1,2,3,3,0,0,1,0,1,6,1,9,2,9,2,2,6,1,1,1,7,4,7,5,5,5,1,1,1,1,1,5,5,5,10,7,4,6,5,5,5,7,1,10,5,2,3,3,5,10,10,5,5,2,1,10,3,10,1,5,5,5,5,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1246",1,0,0,0,0,NA,0,0.25,0.0743243243243243,4.22222222222222,5,7.5,5.5,5.5,5,7.5,2.5,4,10,5,6.5,5.5,5,5,0,NA,NA,NA,NA,NA,1,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",7.5,4,2.5,5,10,2,6.5,5,5.5,0,5,2,5,5.5,7.5,5,5.5,7,NA,NA,NA,NA,NA,NA,-0.454513360298429,-0.787961727947229,0.178279118144723
36,0,"1","","1",1,"",5,2,6,1,0,NA,"",NA,"",1,"",2,"",1,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,1,NA,NA,NA,NA,NA,"",3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,11,4,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,3,3,8,5,4,2,2,2,3,1,1,7,7,7,7,5,4,3,1,1,1,1,6,6,8,7,6,7,6,6,5,5,3,1,5,5,8,8,6,7,7,6,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,8,7,5,7,6,5,5,5,3,"p38",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,3.44444444444444,6,7.5,6.5,6,5,5,8,6.5,6.5,5,NA,NA,NA,NA,NA,5,7.5,6,5.5,5,0,"man","gay","male","bi","cis","gayman","gaymale","biman","bimale","cisman","bi","demi","biman","bimale","demiman","demimale","multi",6,6.5,7.5,5,6,3,5,6,7.5,5,5.5,3,5,6.5,8,5,6.5,2,NA,NA,NA,NA,NA,NA,-0.391023904386779,-0.806766424461827,0.895928282241866
20,1,"0","","0",1,"",2,5,3,4,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,1,NA,NA,NA,NA,NA,NA,"",9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,8,4,7,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,6,2,7,6,7,7,7,6,5,6,4,0,5,5,5,6,6,6,6,3,2,2,1,7,7,6,7,7,8,6,6,7,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,6,7,6,7,6,6,6,5,0,1,6,6,7,7,6,7,6,6,6,5,0,"p1225",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.88888888888889,7,6.5,7.5,6,7,NA,NA,NA,NA,NA,6.5,6.5,6.5,6,5.5,6,7,6.5,6,5.5,0,"woman","bi","female","het","cis","biwoman","bifemale","hetwoman","hetfemale","ciswoman","bi","hetero","biwoman","bifemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,5.5,6,0,7,7.5,6.5,7,6,0,6,6.5,7,5.5,6,0,-0.243242837362287,0.371915987476986,-0.250116218839192
20,2,"0","","0",1,"",3,7,2,6,0,NA,"",NA,"",2,"",2,"",7,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,"",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,10,4,6,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,9,1,1,1,1,1,0,0,0,7,6,5,3,1,1,1,1,1,1,1,6,6,5,5,5,5,6,5,5,5,1,1,7,6,5,5,5,5,7,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p599",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.88888888888889,6,5,5,5.5,5,6.5,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","pan","pan","panwoman","panfemale","panwoman","panfemale","multi",6.5,5,5,5,6,1,NA,NA,NA,NA,NA,NA,6,5,5,5,5.5,1,NA,NA,NA,NA,NA,NA,-0.970559386322812,-1.31858027233818,-0.434432522365091
19,2,"0","","0",1,"",2,6,4,6,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,6,2,1,2,2,3,2,2,3,1,3,2,3,1,3,3,2,2,3,2,3,3,3,1,0,0,1,0,9,2,3,9,9,8,4,3,2,20,10,2,6,6,6,6,6,6,5,5,5,5,1,4,4,7,6,9,7,4,5,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,7,7,6,7,8,5,4,4,0,1,4,4,6,4,7,6,8,8,5,7,1,"p1007",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.44444444444444,4,6.5,8,4.5,6,NA,NA,NA,NA,NA,5,7,6.5,6.5,4,4,5,6.5,8,6,1,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",NA,NA,NA,NA,NA,NA,5,6.5,7,4,6.5,0,4,8,6.5,6,4.5,1,4,6.5,5,6,8,1,1.70663413138195,1.02494600079272,-0.0695332109756151
26,0,"1","","1",1,"",4,2,4,2,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,10,5,7,2,2,2,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,0,0,1,0,1,1,1,9,9,9,9,9,9,40,8,1,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,5,5,7,7,8,7,5,5,1,1,6,5,5,6,7,8,7,6,5,5,2,"p281",0,1,NA,0,NA,0,0,0.333333333333333,0.0990990990990991,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,7.5,5,5.5,5.5,7.5,6.5,5,1,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","bi","biman","bimale","biman","bimale","multi",NA,NA,NA,NA,NA,NA,5.5,7.5,5.5,5,6.5,2,NA,NA,NA,NA,NA,NA,6,7,5,5,7.5,1,1.72301534712351,1.85318649111279,0.404902628683245
