"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
33,0,"0","","1",3,"",3,6,2,6,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,1,5,7,5,2,1,3,3,3,2,3,3,3,2,3,2,2,3,2,2,3,2,2,2,3,2,0,0,0,0,1,2,7,9,8,8,7,3,6,3,2,0,6,6,6,6,6,6,5,3,3,1,1,7,7,8,8,6,7,6,6,7,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,8,8,7,7,5,5,5,5,3,1,6,7,8,7,5,7,6,5,5,5,4,"p558",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.66666666666667,7,8,6.5,6,6.5,NA,NA,NA,NA,NA,5.5,8,7,5,5,6.5,7.5,6,5.5,5,0,7,6.5,8,6.5,6,3,6.5,6,7.5,5,5.5,4,NA,NA,NA,NA,NA,NA,5.5,7,8,5,5,3,-0.607249053807474,0.126372378484942,0.270375133178155
24,0,"0","","0",1,"",3,4,2,3,0,NA,"",NA,"",2,"",2,"",8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7,"Queer",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,6,6,6,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,0,0,0,0,1,1,1,5,1,1,2,2,2,1,1,0,7,7,6,4,2,1,1,1,1,1,1,5,5,5,5,7,10,5,5,9,7,1,1,5,5,5,5,6,9,6,5,9,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p988",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.77777777777778,5,5,8.5,5,8,5,5,7.5,5.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7.5,5,7.5,5.5,1,NA,NA,NA,NA,NA,NA,5,8.5,5,8,5,1,NA,NA,NA,NA,NA,NA,-0.806056311115495,-1.34531807399087,0.0882320067052367
27,3,"0","","0",1,"",3,6,1,4,0,NA,"",NA,"",2,"",2,"",7,"",NA,1,NA,NA,NA,NA,NA,1,1,NA,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,10,5,7,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,1,9,3,2,2,2,2,1,1,1,7,7,7,7,6,5,2,1,1,1,1,5,4,7,5,7,7,6,6,6,5,2,1,5,4,6,5,7,7,6,6,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p800",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.66666666666667,4.5,6,7,6,5.5,4.5,5.5,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.5,7,5.5,5,6,2,NA,NA,NA,NA,NA,NA,4.5,7,6,5.5,6,2,NA,NA,NA,NA,NA,NA,-0.455820735760407,-0.7853964953635,1.00394289484979
27,2,"0","","0",1,"",1,7,3,5,0,NA,"",NA,"",3,"",2,"",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,3,2,1,1,1,1,5,5,7,7,7,8,6,5,5,5,2,1,5,5,6,6,5,8,7,5,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p319",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.11111111111111,5,7,7.5,5.5,5,5,6,6.5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6.5,6,5,6,2,NA,NA,NA,NA,NA,NA,5,7.5,7,5,5.5,2,NA,NA,NA,NA,NA,NA,-0.455820735760407,-0.805346111669988,-0.621981477489654
42,4,"0","","0",1,"",4,5,3,5,0,NA,"",NA,"",2,"",0,"",9,"I thought I was bi, but I am only sexually attracted to women and not emotionally, so I don't know how to label that",NA,1,NA,NA,1,NA,NA,1,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2,6,5,2,1,1,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,3,2,1,1,1,0,1,9,9,9,9,8,8,6,6,15,5,1,6,6,6,6,6,6,4,4,4,3,1,7,6,7,7,9,10,7,6,5,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,8,8,9,10,8,7,5,6,3,1,7,7,5,6,8,8,9,8,5,5,4,"p1252",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,7.22222222222222,6.5,7,9.5,6.5,5.5,NA,NA,NA,NA,NA,8,8,9.5,7.5,5.5,7,5.5,8,8.5,5,3,NA,NA,NA,NA,NA,NA,8,9.5,8,5.5,7.5,3,6.5,9.5,7,5.5,6.5,4,7,8,5.5,5,8.5,4,0.53013870692704,0.483192898702451,0.105314299346134
24,2,"0","","0",1,"",3,4,2,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,3,7,4,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,0,0,0,0,2,5,2,9,2,2,1,2,1,12,4,1,6,6,6,6,5,4,2,1,1,1,1,5,5,6,6,8,8,6,6,5,5,1,1,5,5,6,6,7,7,6,6,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p863",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.88888888888889,5,6,8,6,5,5,6,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,6,5,6,1,NA,NA,NA,NA,NA,NA,5,8,6,5,6,1,NA,NA,NA,NA,NA,NA,0.299543047376458,-0.765799377482067,0.283561625636967
37,2,"1","","1",1,"",5,2,5,2,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,9,6,6,2,1,1,3,2,3,3,2,2,3,3,2,2,3,1,2,2,2,2,2,3,1,2,0,0,1,0,3,9,9,8,5,8,6,4,7,4,1,1,4,5,5,5,5,5,5,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,7,7,7,6,6,6,6,3,1,5,6,7,7,7,7,6,6,6,6,3,1,6,6,6,6,6,5,6,7,5,5,2,"p970",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.55555555555556,NA,NA,NA,NA,NA,7,7,7,6,6,5.5,7,7,6,6,6,6,5.5,6.5,5,1,NA,NA,NA,NA,NA,NA,6,5.5,6,5,6.5,2,7,7,7,6,6,3,5.5,7,7,6,6,3,-0.360455529032726,0.880212513364009,-0.861381915502208
28,2,"0","","0",1,"",4,5,3,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,2,6,6,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,1,9,5,3,1,1,1,1,1,1,7,5,4,3,2,1,1,1,1,1,1,6,6,5,5,7,7,5,5,7,6,2,1,6,6,5,5,7,7,5,5,6,6,2,1,6,6,5,5,7,7,5,5,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p382",1,0,0,0,0,NA,0,0.25,0.0743243243243243,2.66666666666667,6,5,7,5,6.5,6,5,7,5,6,6,5,7,5,6.5,NA,NA,NA,NA,NA,0,6,7,5,6,5,2,6,7,5,6.5,5,2,6,7,5,6.5,5,2,NA,NA,NA,NA,NA,NA,-0.455820735760407,-1.19165793571133,-0.705627411900975
37,0,"0","","0",1,"",1,6,2,4,0,NA,"",NA,"",0,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,1,NA,NA,NA,NA,"",5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,6,5,2,2,2,2,3,1,2,3,2,2,2,3,1,2,3,1,2,3,2,2,2,3,2,0,0,0,0,1,1,1,3,2,1,4,2,6,2,1,1,5,4,4,3,3,2,1,1,1,1,1,6,7,7,6,7,7,5,5,7,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,6,7,6,7,5,5,7,6,4,1,6,7,6,7,6,8,5,5,8,6,4,"p579",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,2.33333333333333,6.5,6.5,7,5,7,NA,NA,NA,NA,NA,6.5,6.5,6.5,5,6.5,6.5,6.5,7,5,7,0,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,6.5,5,4,6.5,7,6.5,7,5,4,6.5,7,6.5,7,5,4,-0.424032333517847,-0.89515456702106,-1.10444930703462
27,3,"1","","1",1,"",6,2,7,1,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,1,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,5,9,6,7,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,1,0,2,3,3,7,2,3,2,2,2,2,1,1,7,7,7,7,5,4,2,1,1,1,1,6,6,8,8,7,9,6,6,6,5,2,1,7,6,8,8,5,9,5,5,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1259",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.88888888888889,6,8,8,6,5.5,6.5,8,7,5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8,8,5.5,6,2,NA,NA,NA,NA,NA,NA,6.5,7,8,6.5,5,2,NA,NA,NA,NA,NA,NA,-0.424032333517847,-0.900552253346994,0.900387686496983
21,2,"0","","0",1,"",1,7,1,7,0,NA,"",NA,"",0,"",2,"",7,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,6,3,7,2,1,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,6,8,9,9,9,2,1,7,20,6,2,7,7,7,7,7,7,7,7,7,7,1,6,6,6,6,7,8,4,4,6,5,1,1,7,6,6,6,7,8,5,5,6,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,7,6,8,8,4,4,4,5,1,"p1200",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,6,6,6,7.5,4,5.5,6.5,6,7.5,5,6,NA,NA,NA,NA,NA,6,6.5,8,4,4.5,4,6.5,7.5,6,6,5,1,NA,NA,NA,NA,NA,NA,6,7.5,6,5.5,4,1,6,8,6.5,4.5,4,1,1.17454674631783,1.84979326716872,0.409050365328342
24,3,"0","","0",1,"",2,4,1,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,4,7,6,2,1,1,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,1,0,0,0,2,2,3,8,1,8,1,1,1,2,1,1,7,7,7,6,6,5,4,3,2,1,1,4,3,7,7,7,7,5,3,7,6,1,1,3,3,6,6,5,7,5,2,6,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1235",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,3,3.5,7,7,4,6.5,3,6,6,3.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,6,5.5,3.5,1,NA,NA,NA,NA,NA,NA,3.5,7,7,6.5,4,1,NA,NA,NA,NA,NA,NA,-0.424032333517847,-0.292250224626192,0.783849841414959
19,2,"0","","0",1,"",2,6,2,7,0,NA,"",NA,"",3,"",0,"",8,"",1,1,1,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,1,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,7,5,6,2,1,2,2,3,2,2,3,2,1,2,3,2,2,3,2,2,3,3,1,2,3,2,0,0,0,0,3,1,1,8,2,1,2,2,1,1,1,1,7,7,7,7,6,5,2,1,1,1,1,6,5,7,8,8,9,7,2,7,5,0,1,1,7,7,2,5,6,6,2,7,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p267",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.33333333333333,5.5,7.5,8.5,4.5,6,4,4.5,5.5,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5.5,4.5,5.5,4,0,NA,NA,NA,NA,NA,NA,5.5,8.5,7.5,6,4.5,0,NA,NA,NA,NA,NA,NA,-0.455820735760407,-0.7853964953635,1.00394289484979
28,2,"1","","1",1,"",6,1,6,1,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,6,7,2,1,1,3,2,3,3,2,3,3,3,2,2,3,1,2,3,1,2,1,3,2,2,1,1,1,1,2,8,9,9,9,9,9,9,9,1,1,1,6,6,6,6,6,6,6,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,5,5,8,9,7,7,5,4,2,1,8,6,5,6,8,8,7,6,5,4,1,1,8,8,5,8,7,7,8,8,8,7,2,"p237",0,1,0,0,NA,0,0,0.25,0.0743243243243243,8.11111111111111,NA,NA,NA,NA,NA,7,5,8.5,7,4.5,7,5.5,8,6.5,4.5,8,6.5,7,8,7.5,4,NA,NA,NA,NA,NA,NA,8,7,6.5,7.5,8,2,7,8.5,5,4.5,7,2,7,8,5.5,4.5,6.5,1,-0.455820735760407,1.4457271035686,-0.188992914665263
38,4,"0","","0",1,"",2,5,2,5,0,NA,"",NA,"",2,"",1,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,7,6,7,5,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,0,2,3,3,9,2,2,1,1,1,1,1,1,6,6,6,6,6,2,1,1,1,1,1,7,6,7,7,7,7,6,5,7,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,7,6,7,6,6,5,6,3,1,5,5,6,6,6,7,6,5,5,5,4,"p1058",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,2.66666666666667,6.5,7,7,5.5,6.5,NA,NA,NA,NA,NA,7,7,6.5,6,5.5,5,6,6.5,5.5,5,1,NA,NA,NA,NA,NA,NA,7,6.5,7,5.5,6,3,6.5,7,7,6.5,5.5,4,5,6.5,6,5,5.5,4,-0.455820735760407,-0.948907372810858,0.294193023586971
42,2,"1","","1",1,"",5,3,7,2,0,NA,"",NA,"",2,"",0,"",7,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,11,5,7,5,1,1,3,2,2,3,2,2,2,3,2,2,3,1,2,3,1,2,2,3,1,2,0,0,0,0,5,9,9,9,9,9,9,5,5,20,4,1,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,6,7,7,7,7,5,5,5,1,5,5,5,5,5,5,6,6,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,"p1022",0,1,0,0,NA,0,0,0.25,0.0743243243243243,7.66666666666667,NA,NA,NA,NA,NA,5,6,7,7,5,5,5,5,6,5,5,5,5,5,5,0,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,7,6,5,7,5,5,5,5,5,6,3,0.55385026531694,1.84979326716872,0.409050365328342
25,2,"1","","0",2,"",4,4,4,3,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,2,4,7,2,2,2,3,3,2,3,3,1,3,3,3,1,3,3,2,2,2,1,3,2,2,1,0,1,0,0,1,1,1,9,5,2,4,2,2,1,1,0,7,7,7,6,6,3,1,1,2,3,1,5,6,5,5,9,8,8,10,5,5,1,1,7,10,10,10,8,10,10,6,6,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p938",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,3,5.5,5,8.5,9,5,8.5,10,9,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.5,9,10,8,8,1,NA,NA,NA,NA,NA,NA,5.5,8.5,5,5,9,1,NA,NA,NA,NA,NA,NA,-0.806056311115495,-0.686535661864609,0.69109690636043
24,0,"1","","1",1,"",6,1,5,1,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,2,3,1,3,2,2,3,1,1,3,1,1,1,3,1,1,3,2,1,3,2,1,1,3,1,1,0,0,0,0,1,1,1,3,1,1,1,1,1,0,0,0,7,7,7,6,5,3,1,1,1,1,1,7,7,7,5,5,7,5,6,8,7,0,1,7,6,7,6,5,5,5,5,6,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p801",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.22222222222222,7,6,6,5.5,7.5,6.5,6.5,5,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,6,7.5,5.5,0,NA,NA,NA,NA,NA,NA,6.5,5,6.5,5.5,5,1,NA,NA,NA,NA,NA,NA,-0.973075166180957,-1.07372458350222,0.757983252494146
24,2,"1","","1",1,"",5,2,2,4,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,7,3,6,2,1,1,2,2,2,3,1,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,0,0,0,0,3,3,2,9,2,3,2,2,1,1,1,1,7,7,7,7,7,7,5,4,3,2,1,5,5,8,8,6,7,6,6,5,5,1,1,5,5,9,9,8,9,9,9,7,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1193",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,3,5,8,6.5,6,5,5,9,8.5,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6.5,8,5,6,1,NA,NA,NA,NA,NA,NA,5,8.5,9,7,9,1,NA,NA,NA,NA,NA,NA,-0.455820735760407,0.32871594341055,0.910925690031465
28,4,"1","","1",1,"",3,4,5,3,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,11,4,7,2,1,1,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,2,2,3,1,2,0,0,0,0,2,9,9,9,2,9,6,4,6,1,1,1,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,5,6,6,6,6,5,2,1,6,6,6,6,6,6,6,6,6,6,2,1,6,5,6,6,5,5,7,6,6,5,2,"p14",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.22222222222222,NA,NA,NA,NA,NA,6,6,5.5,6,5.5,6,6,6,6,6,5.5,6,5,6.5,5.5,0,NA,NA,NA,NA,NA,NA,5.5,5,6,5.5,6.5,2,6,5.5,6,5.5,6,2,6,6,6,6,6,2,-0.455820735760407,1.84979326716872,0.409050365328342
21,2,"1","","1",1,"",7,2,7,1,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,10,4,7,2,2,1,3,2,2,3,2,2,2,3,2,2,3,1,2,3,1,2,2,3,1,2,0,0,0,0,2,1,1,9,9,8,2,2,1,25,5,1,7,7,7,7,7,7,5,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,7,7,6,7,6,6,7,5,1,1,5,5,6,6,5,7,5,6,6,5,1,1,5,5,6,6,5,5,5,5,5,5,1,"p157",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.88888888888889,NA,NA,NA,NA,NA,5,7,6.5,6,6,5,6,6,5.5,5.5,5,6,5,5,5,0,NA,NA,NA,NA,NA,NA,5,5,6,5,5,1,5,6.5,7,6,6,1,5,6,6,5.5,5.5,1,0.848022729352642,0.119760106414574,0.960746489411206
